id,parent_id,leaf,name,label,detail,link,pmid,sort,root_url,sample_url,field_type,keyword_searchable,value_type,version
486,483,True,GWAS_catalog_rs,,"""rs number according to GWAS catalog Please note the association is determined by rs number only, may refer to a different allele""",,,,,,text,True,,
487,483,True,GWAS_catalog_trait,,"""associated trait according to GWAS catalog. Please note the association is determined by rs number only, may refer to a different allele""",,,,,,text,True,,
489,488,True,GRASP_PMID,,"""PMID number by GRASP""",,,,,,text,True,,
490,488,True,GRASP_ancestry,,"""population ancestry of the samples on which the association test was based""",,,,,,text,True,,
491,488,True,GRASP_p-value,,"""p-value of the association test based on the SNP""",,,,,,text,True,,
492,488,True,GRASP_phenotype,,"""phenotype the SNP associated with""",,,,,,text,True,,
493,488,True,GRASP_platform,,"""SNP platform on which the association test was based""",,,,,,text,True,,
494,488,True,GRASP_rs,,"""rs number by GRASP""",,,,,,long,,,
496,495,True,ALSPAC_AC,,"""Alternative allele count in called genotypes in UK10K TWINSUK cohort.""",https://www.uk10k.org/studies/cohorts.html,,,,,long,,,
497,495,True,ALSPAC_AF,,"""Alternative allele frequency in called genotypes in UK10K TWINSUK cohort.""",,,,,,float,,,
498,495,True,ALSPAC_AN,,"""Total allele count in called genotypes in UK10K TWINSUK cohort.""",,,,,,long,,,
499,495,True,APPRIS,,"""APPRIS annotation for the transcripts matching Ensembl_transcriptid Multiple entries separated by "";"". Potential values: principal1, principal2, principal3, principal4, principal5, alternative1, alternative2. See https://useast.ensembl.org/info/genome/genebuild/transcript_quality_tags.html""",,,,,,text,True,,
500,495,True,Aloft_Confidence,,"""Confidence level of Aloft_pred; values can be ""High Confidence"" (p < 0.05) or ""Low Confidence"" (p > 0.05) multiple values separated by "";"", corresponding to Ensembl_proteinid.""",,,,,,text,True,,
501,495,True,Aloft_Fraction_transcripts_affected,,"""the fraction of the transcripts of the gene affected i.e. No. of transcripts affected by the SNP/Total no. of protein_coding transcripts for the gene multiple values separated by "";"", corresponding to Ensembl_proteinid.""",,,,,,text,True,,
502,495,True,Aloft_pred,,"""final classification predicted by ALoFT; values can be Tolerant, Recessive or Dominant multiple values separated by "";"", corresponding to Ensembl_proteinid.""",,,,,,text,True,,
503,495,True,Aloft_prob_Dominant,,"""Probability of the SNP being classified as dominant disease-causing by ALoFT multiple values separated by "";"", corresponding to Ensembl_proteinid.""",,,,,,text,True,,
504,495,True,Aloft_prob_Recessive,,"""Probability of the SNP being classified as recessive disease-causing by ALoFT multiple values separated by "";"", corresponding to Ensembl_proteinid.""",,,,,,text,True,,
505,495,True,Aloft_prob_Tolerant,,"""Probability of the SNP being classified as benign by ALoFT multiple values separated by "";"", corresponding to Ensembl_proteinid.""",,,,,,text,True,,
506,495,True,CADD_phred,,"""CADD phred-like score, ranges 1-99, the larger the number the more likely damaging; score >10 means the variant in the top 10% (0.1) among the total 8.6 billion possible SNVs, >20 means in the top 1%, >30 means in the top 0.1%, etc. CADD suggests a cutoff between 10 and 20 (e.g. 15)""",,,,,,float,,,
507,495,True,CADD_raw,,"""CADD raw score, the larger the number the more likely damaging""",,,,,,float,,,
508,495,True,CADD_raw_rankscore,,"""the rank of the CADD_raw score among all CADD_raw scores in genome""",,,,,,float,,,
509,495,True,DEOGEN2_pred,,"""Prediction of DEOGEN2 score based on the authors' recommendation, ""T(olerated)"" or ""D(amaging)"". The score cutoff between ""D"" and ""T"" is 0.5.""",,,,,,text,True,,
510,495,True,DEOGEN2_rankscore,,"""DEOGEN2 scores were ranked among all DEOGEN2 scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number of DEOGEN2 scores in dbNSFP.""",,,,,,text,True,,
511,495,True,DEOGEN2_score,,"""A deleteriousness prediction score ""which incorporates heterogeneous information about the molecular effects of the variants, the domains involved, the relevance of the gene and the interactions in which it participates"". It ranges from 0 to 1. The larger the score, the more likely the variant is deleterious. The authors suggest a threshold of 0.5 for separating damaging vs tolerant variants.""",,,,,,text,True,,
512,495,True,ENCODE_Dnase_cells,,"""number of cell lines supporting a DNase I hypersensitive site""",,,,,,long,,,
513,495,True,ENCODE_Dnase_score,,"""the higher the score the stronger the evidence of a DNase I hypersensitive site""",,,,,,long,,,
514,495,True,ENCODE_TFBS,,"""name of the transcription factors (separated by ;) if the site is within a TFBS""",,,,,,text,True,,
515,495,True,ENCODE_TFBS_cells,,"""the cell lines (separated by ;) the TFBS was detected""",,,,,,text,True,,
516,495,True,ENCODE_TFBS_score,,"""the higher the score the stronger the evidence of the TFBS""",,,,,,text,True,,
517,495,True,ENCODE_annotated,,"""whether annotated by ENCODE based on funseq-0.1""",,,,,,text,True,,
518,495,True,Ensembl_Regulatory_Build_ID,,"""Ensembl ID for the regulatory feature""",,,,,,text,True,,
519,495,True,Ensembl_Regulatory_Build_TFBS,,"""transcription_factor_complex from Ensembl Regulatory Build. Multiple TF complexes separated by "",""; proteins from the same complex are separated by ""::""""",,,,,,text,True,,
520,495,True,Ensembl_Regulatory_Build_TFBS_matrix,,"""Ensembl binding_matrix_stable_id""",,,,,,text,True,,
521,495,True,Ensembl_Regulatory_Build_feature_type,,"""genome segment prediction based on 118 cell types from ENCODE, BLUEPRINT and Roadmap. Predicted states: CTCF_Binding_Site, Enhancer, Open_chromatin, Promoter_Flanking_Region, TF_binding_site, Promoter""",,,,,,text,True,,
522,495,True,Ensembl_geneid,,"""Ensembl gene id""",,,,,,text,True,,
523,495,True,Ensembl_proteinid,,"""Ensembl protein ids Multiple entries separated by "";"",  corresponding to Ensembl_transcriptids""",,,,,,text,True,,
524,495,True,Ensembl_transcriptid,,"""Ensembl transcript ids (Multiple entries separated by "";"")""",,,,,,text,True,,
525,495,True,FANTOM5_CAGE_peak_permissive,,"""whether the site is within a FANTOM5 phase 1 permissive Cap Analysis of Gene Expression (CAGE) peak permissive set. Y (Yes) or N (No). A CAGE peak generally suggests a promoter region""",,,,,,text,True,,
526,495,True,FANTOM5_CAGE_peak_robust,,"""whether the site is within a FANTOM5 phase 1+2 robust Cap Analysis of Gene Expression (CAGE) peak robust set. Y (Yes) or N (No). A CAGE peak generally suggests a promoter region""",,,,,,text,True,,
527,495,True,FANTOM5_enhancer_differentially_expressed_tissue_cell,,"""tissue or cell the enhancer expressed differentially (from FANTOM5 phase 1). multiple values are separated by ; possible values: neuronal_stem_cell,myoblast,osteoblast,ciliated_epithelial_cell, blood_vessel_endothelial_cell,mesothelial_cell,circulating_cell,T_cell,granulocyte,mast_cell, sensory_epithelial_cell,astrocyte,mesenchymal_cell,fat_cell,chondrocyte,melanocyte,hepatocyte, skeletal_muscle_cell,macrophage,keratinocyte,vascular_associated_smooth_muscle_cell,tendon_cell, dendritic_cell,stromal_cell,neuron,reticulocyte,corneal_epithelial_cell,monocyte,acinar_cell, natural_killer_cell,hepatic_stellate_cell,pericyte_cell,urothelial_cell,cardiac_myocyte,basophil, neutrophil,lymphocyte_of_B_lineage,endothelial_cell_of_lymphatic_vessel,epithelial_cell_of_Malassez, lens_epithelial_cell,epithelial_cell_of_prostate,epithelial_cell_of_esophagus, mammary_epithelial_cell,preadipocyte,keratocyte,trabecular_meshwork_cell,respiratory_epithelial_cell, enteric_smooth_muscle_cell,kidney_epithelial_cell,amniotic_epithelial_cell,cardiac_fibroblast, fibroblast_of_choroid_plexus,fibroblast_of_the_conjuctiva,fibroblast_of_gingiva, fibroblast_of_lymphatic_vessel,fibroblast_of_periodontium,fibroblast_of_pulmonary_artery, hair_follicle_cell,intestinal_epithelial_cell,iris_pigment_epithelial_cell,placental_epithelial_cell, retinal_pigment_epithelial_cell,bronchial_smooth_muscle_cell,smooth_muscle_cell_of_the_esophagus, smooth_muscle_cell_of_trachea,uterine_smooth_muscle_cell,skin_fibroblast,gingival_epithelial_cell, fibroblast_of_tunica_adventitia_of_artery,endothelial_cell_of_hepatic_sinusoid, smooth_muscle_cell_of_prostate,lymph_node,large_intestine,blood,throat,testis,stomach,heart,brain, eye,penis,female_gonad,uterus,vagina,adipose_tissue,esophagus,salivary_gland,skeletal_muscle_tissue, smooth_muscle_tissue,urinary_bladder,pancreas,tongue,submandibular_gland,parotid_gland,blood_vessel, placenta,thyroid_gland,lung,skin_of_body,spleen,liver,small_intestine,gallbladder,kidney,spinal_cord, umbilical_cord,meninx,prostate_gland,thymus,tonsil,olfactory_region,internal_male_genitalia""",,,,,,text,True,,
528,495,True,FANTOM5_enhancer_expressed_tissue_cell,,"""tissue or cell the enhancer expressed (from FANTOM5 phase 1). multiple values are separated by ; possible values: neuronal_stem_cell,myoblast,osteoblast,ciliated_epithelial_cell, blood_vessel_endothelial_cell,mesothelial_cell,circulating_cell,T_cell,granulocyte,mast_cell, sensory_epithelial_cell,astrocyte,mesenchymal_cell,fat_cell,chondrocyte,melanocyte,hepatocyte, skeletal_muscle_cell,macrophage,keratinocyte,vascular_associated_smooth_muscle_cell,tendon_cell, dendritic_cell,stromal_cell,neuron,reticulocyte,corneal_epithelial_cell,monocyte,acinar_cell, natural_killer_cell,hepatic_stellate_cell,pericyte_cell,urothelial_cell,cardiac_myocyte,basophil, neutrophil,lymphocyte_of_B_lineage,endothelial_cell_of_lymphatic_vessel,epithelial_cell_of_Malassez, lens_epithelial_cell,epithelial_cell_of_prostate,epithelial_cell_of_esophagus, mammary_epithelial_cell,preadipocyte,keratocyte,trabecular_meshwork_cell,respiratory_epithelial_cell, enteric_smooth_muscle_cell,kidney_epithelial_cell,amniotic_epithelial_cell,cardiac_fibroblast, fibroblast_of_choroid_plexus,fibroblast_of_the_conjuctiva,fibroblast_of_gingiva, fibroblast_of_lymphatic_vessel,fibroblast_of_periodontium,fibroblast_of_pulmonary_artery, hair_follicle_cell,intestinal_epithelial_cell,iris_pigment_epithelial_cell,placental_epithelial_cell, retinal_pigment_epithelial_cell,bronchial_smooth_muscle_cell,smooth_muscle_cell_of_the_esophagus, smooth_muscle_cell_of_trachea,uterine_smooth_muscle_cell,skin_fibroblast,gingival_epithelial_cell, fibroblast_of_tunica_adventitia_of_artery,endothelial_cell_of_hepatic_sinusoid, smooth_muscle_cell_of_prostate,lymph_node,large_intestine,blood,throat,testis,stomach,heart,brain, eye,penis,female_gonad,uterus,vagina,adipose_tissue,esophagus,salivary_gland,skeletal_muscle_tissue, smooth_muscle_tissue,urinary_bladder,pancreas,tongue,submandibular_gland,parotid_gland,blood_vessel, placenta,thyroid_gland,lung,skin_of_body,spleen,liver,small_intestine,gallbladder,kidney,spinal_cord, umbilical_cord,meninx,prostate_gland,thymus,tonsil,olfactory_region,internal_male_genitalia""",,,,,,text,True,,
529,495,True,FANTOM5_enhancer_permissive,,"""whether the site is within a FANTOM5 phase 1+2 predicted permissive enhancer Y (Yes) or N (No)""",,,,,,text,True,,
530,495,True,FANTOM5_enhancer_robust,,"""whether the site is within a FANTOM5 phase 1 predicted robust enhancer Y (Yes) or N (No)""",,,,,,text,True,,
531,495,True,FANTOM5_enhancer_target,,"""if the site is within a FANTOM5 phase 1 predicted robust enhancer, this is the name of the FANTOM5 predicted target gene of the enhancer.""",,,,,,text,True,,
532,495,True,FATHMM_converted_rankscore,,"""FATHMMori scores were first converted to FATHMMnew=1-(FATHMMori+16.13)/26.77, then ranked among all FATHMMnew scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number of FATHMMnew scores in dbNSFP. If there are multiple scores, only the most damaging (largest) rankscore is presented. The scores range from 0 to 1.""",,,,,,text,True,,
533,495,True,FATHMM_pred,,"""If a FATHMMori score is <=-1.5 (or rankscore >=0.81332) the corresponding nsSNV is predicted as ""D(AMAGING)""; otherwise it is predicted as ""T(OLERATED)"". Multiple predictions separated by "";"", corresponding to Ensembl_proteinid.""",,,,,,text,True,,
534,495,True,FATHMM_score,,"""FATHMM default score (weighted for human inherited-disease mutations with Disease Ontology) (FATHMMori). Scores range from -16.13 to 10.64. The smaller the score the more likely the SNP has damaging effect. Multiple scores separated by "";"", corresponding to Ensembl_proteinid.""",,,,,,text,True,,
535,495,True,GENCODE_basic,,"""Whether the transcript belongs to GENCODE_basic (5' and 3' complete transcripts). Multiple entries separated by "";"", matching Ensembl_transcriptid. See https://useast.ensembl.org/info/genome/genebuild/transcript_quality_tags.html""",,,,,,text,True,,
536,495,True,GERP_NR,,"""GERP++ neutral rate""",,,,,,float,,,
537,495,True,GERP_RS,,"""GERP++ RS score, the larger the score, the more conserved the site""",,,,,,float,,,
538,495,True,GERP_RS_rankscore,,"""the rank of the GERP_RS score among all GERP_RS scores in genome""",,,,,,float,,,
541,495,True,LRT_Omega,,"""estimated nonsynonymous-to-synonymous-rate ratio (Omega, reported by LRT)""",,,,,,text,True,,
542,495,True,LRT_converted_rankscore,,"""LRTori scores were first converted as LRTnew=1-LRTori*0.5 if Omega<1, or LRTnew=LRTori*0.5 if Omega>=1. Then LRTnew scores were ranked among all LRTnew scores in dbNSFP. The rankscore is the ratio of the rank over the total number of the scores in dbNSFP. The scores range from 0.00162 to 0.8433.""",,,,,,text,True,,
543,495,True,LRT_pred,,"""LRT prediction, D(eleterious), N(eutral) or U(nknown), which is not solely determined by the score.""",,,,,,text,True,,
544,495,True,LRT_score,,"""The original LRT two-sided p-value (LRTori), ranges from 0 to 1.""",,,,,,text,True,,
545,495,True,M-CAP_pred,,"""Prediction of M-CAP score based on the authors' recommendation, ""T(olerated)"" or ""D(amaging)"". The score cutoff between ""D"" and ""T"" is 0.025.""",,,,,,text,True,,
546,495,True,M-CAP_rankscore,,"""M-CAP scores were ranked among all M-CAP scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number of M-CAP scores in dbNSFP.""",,,,,,text,True,,
547,495,True,M-CAP_score,,"""M-CAP score (details in DOI: 10.1038/ng.3703). Scores range from 0 to 1. The larger the score the more likely the SNP has damaging effect.""",,,,,,text,True,,
548,495,True,MPC_rankscore,,"""MPC scores were ranked among all MPC scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number of MPC scores in dbNSFP.""",,,,,,text,True,,
549,495,True,MPC_score,,"""A deleteriousness prediction score for missense variants based on regional missense constraint. The range of MPC score is 0 to 5. The larger the score, the more likely the variant is pathogenic. Details see doi: http://dx.doi.org/10.1101/148353. Multiple entries are separated by "";"", corresponding to Ensembl_transcriptid.""",,,,,,text,True,,
550,495,True,MVP_rankscore,,"""MVP scores were ranked among all MVP scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number of MVP scores in dbNSFP.""",,,,,,text,True,,
551,495,True,MVP_score,,"""A pathogenicity prediction score for missense variants using deep learning approach. The range of MVP score is from 0 to 1. The larger the score, the more likely the variant is pathogenic. The authors suggest thresholds of 0.7 and 0.75 for separating damaging vs tolerant variants in constrained genes (ExAC pLI >=0.5) and non-constrained genes (ExAC pLI<0.5), respectively. Details see doi: http://dx.doi.org/10.1101/259390 Multiple entries are separated by "";"", corresponding to Ensembl_transcriptid.""",,,,,,text,True,,
552,495,True,MetaLR_pred,,"""Prediction of our MetaLR based ensemble prediction score,""T(olerated)"" or ""D(amaging)"". The score cutoff between ""D"" and ""T"" is 0.5. The rankscore cutoff between ""D"" and ""T"" is 0.81101.""",,,,,,text,True,,
553,495,True,MetaLR_rankscore,,"""MetaLR scores were ranked among all MetaLR scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number of MetaLR scores in dbNSFP. The scores range from 0 to 1.""",,,,,,text,True,,
554,495,True,MetaLR_score,,"""Our logistic regression (LR) based ensemble prediction score, which incorporated 10 scores (SIFT, PolyPhen-2 HDIV, PolyPhen-2 HVAR, GERP++, MutationTaster, Mutation Assessor, FATHMM, LRT, SiPhy, PhyloP) and the maximum frequency observed in the 1000 genomes populations. Larger value means the SNV is more likely to be damaging. Scores range from 0 to 1.""",,,,,,text,True,,
555,495,True,MetaSVM_pred,,"""Prediction of our SVM based ensemble prediction score,""T(olerated)"" or ""D(amaging)"". The score cutoff between ""D"" and ""T"" is 0. The rankscore cutoff between ""D"" and ""T"" is 0.82257.""",,,,,,text,True,,
556,495,True,MetaSVM_rankscore,,"""MetaSVM scores were ranked among all MetaSVM scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number of MetaSVM scores in dbNSFP. The scores range from 0 to 1.""",,,,,,text,True,,
557,495,True,MetaSVM_score,,"""Our support vector machine (SVM) based ensemble prediction score, which incorporated 10 scores (SIFT, PolyPhen-2 HDIV, PolyPhen-2 HVAR, GERP++, MutationTaster, Mutation Assessor, FATHMM, LRT, SiPhy, PhyloP) and the maximum frequency observed in the 1000 genomes populations. Larger value means the SNV is more likely to be damaging. Scores range from -2 to 3 in dbNSFP.""",,,,,,text,True,,
558,495,True,Motif_breaking,,"""whether break a known motif (in-house script)""",,,,,,text,True,,
559,495,True,MutPred_AAchange,,"""Amino acid change used for MutPred_score calculation.""",,,,,,text,True,,
560,495,True,MutPred_Top5features,,"""Top 5 features (molecular mechanisms of disease) as predicted by MutPred with p values. MutPred_score > 0.5 and p < 0.05 are referred to as actionable hypotheses. MutPred_score > 0.75 and p < 0.05 are referred to as confident hypotheses. MutPred_score > 0.75 and p < 0.01 are referred to as very confident hypotheses.""",,,,,,text,True,,
561,495,True,MutPred_protID,,"""UniProt accession or Ensembl transcript ID used for MutPred_score calculation.""",,,,,,text,True,,
562,495,True,MutPred_rankscore,,"""MutPred scores were ranked among all MutPred scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number of MutPred scores in dbNSFP.""",,,,,,text,True,,
563,495,True,MutPred_score,,"""General MutPred score. Scores range from 0 to 1. The larger the score the more likely the SNP has damaging effect.""",,,,,,text,True,,
564,495,True,MutationAssessor_pred,,"""MutationAssessor's functional impact of a variant - predicted functional, i.e. high (""H"") or medium (""M""), or predicted non-functional, i.e. low (""L"") or neutral (""N""). The MAori score cutoffs between ""H"" and ""M"", ""M"" and ""L"", and ""L"" and ""N"", are 3.5, 1.935 and 0.8, respectively. The rankscore cutoffs between ""H"" and ""M"", ""M"" and ""L"", and ""L"" and ""N"", are 0.9307, 0.52043 and 0.19675, respectively.""",,,,,,text,True,,
565,495,True,MutationAssessor_rankscore,,,,,,,,text,True,,
566,495,True,MutationAssessor_score,,"""MutationAssessor functional impact combined score (MAori). The score ranges from -5.17 to 6.49 in dbNSFP. Multiple entries are separated by "";"", corresponding to Uniprot_entry.""",,,,,,text,True,,
567,495,True,MutationTaster_AAE,,"""MutationTaster predicted amino acid change.""",,,,,,text,True,,
568,495,True,MutationTaster_converted_rankscore,,"""The MTori scores were first converted. If the prediction is ""A"" or ""D"" MTnew=MTori; if the prediction is ""N"" or ""P"", MTnew=1-MTori. Then MTnew scores were ranked among all MTnew scores in dbNSFP. If there are multiple scores of a SNV, only the largest MTnew was used in ranking. The rankscore is the ratio of the rank of the score over the total number of MTnew scores in dbNSFP. The scores range from 0.08979 to 0.81001.""",,,,,,text,True,,
569,495,True,MutationTaster_model,,"""MutationTaster prediction models.""",,,,,,text,True,,
570,495,True,MutationTaster_pred,,"""MutationTaster prediction, ""A"" (""disease_causing_automatic""), ""D"" (""disease_causing""), ""N"" (""polymorphism"") or ""P"" (""polymorphism_automatic""). The score cutoff between ""D"" and ""N"" is 0.5 for MTnew and 0.31733 for the rankscore.""",,,,,,text,True,,
571,495,True,MutationTaster_score,,"""MutationTaster p-value (MTori), ranges from 0 to 1. Multiple scores are separated by "";"". Information on corresponding transcript(s) can be found by querying http://www.mutationtaster.org/ChrPos.html""",,,,,,text,True,,
572,495,True,ORegAnno_PMID,,"""the PMID of the paper describing the regulation""",,,,,,text,True,,
573,495,True,ORegAnno_type,,"""the type of regulatory region by ORegAnno""",,,,,,text,True,,
574,495,True,PROVEAN_converted_rankscore,,"""PROVEANori were first converted to PROVEANnew=1-(PROVEANori+14)/28, then ranked among all PROVEANnew scores in dbNSFP. The rankscore is the ratio of the rank the PROVEANnew score over the total number of PROVEANnew scores in dbNSFP. If there are multiple scores, only the most damaging (largest) rankscore is presented. The scores range from 0 to 1.""",,,,,,text,True,,
575,495,True,PROVEAN_pred,,"""If PROVEANori <= -2.5 (rankscore>=0.54382) the corresponding nsSNV is predicted as ""D(amaging)""; otherwise it is predicted as ""N(eutral)"". Multiple predictions separated by "";"", corresponding to Ensembl_proteinid.""",,,,,,text,True,,
576,495,True,PROVEAN_score,,"""PROVEAN score (PROVEANori). Scores range from -14 to 14. The smaller the score the more likely the SNP has damaging effect. Multiple scores separated by "";"", corresponding to Ensembl_proteinid.""",,,,,,text,True,,
577,495,True,PrimateAI_pred,,"""Prediction of PrimateAI score based on the authors' recommendation, ""T(olerated)"" or ""D(amaging)"". The score cutoff between ""D"" and ""T"" is 0.803.""",,,,,,text,True,,
578,495,True,PrimateAI_rankscore,,"""PrimateAI scores were ranked among all PrimateAI scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number of PrimateAI scores in dbNSFP.""",,,,,,text,True,,
579,495,True,PrimateAI_score,,"""A pathogenicity prediction score for missense variants based on common variants of non-human primate species using a deep neural network. The range of PrimateAI score is 0 to 1. The larger the score, the more likely the variant is pathogenic. The authors suggest a threshold of 0.803 for separating damaging vs tolerant variants. Details see https://doi.org/10.1038/s41588-018-0167-z""",,,,,,text,True,,
580,495,True,RegulomeDB_motif,,"""motif the SNP resides (from RegulomeDB) multiple values separated by "";""""",,,,,,text,True,,
581,495,True,RegulomeDB_score,,"""categorical score from RegulomeDB. The smaller, the more likely the SNP affects binding""",,,,,,text,True,,
582,495,True,Reliability_index,,"""Number of observed component scores (except the maximum frequency in the 1000 genomes populations) for MetaSVM and MetaLR. Ranges from 1 to 10. As MetaSVM and MetaLR scores are calculated based on imputed data, the less missing component scores, the higher the reliability of the scores and predictions.""",,,,,,text,True,,
583,495,True,SIFT4G_converted_rankscore,,"""SIFT4G scores were first converted to SIFT4Gnew=1-SIFT4G, then ranked among all SIFT4Gnew scores in dbNSFP. The rankscore is the ratio of the rank the SIFT4Gnew score over the total number of SIFT4Gnew scores in dbNSFP. If there are multiple scores, only the most damaging (largest) rankscore is presented.""",,,,,,text,True,,
584,495,True,SIFT4G_pred,,"""If SIFT4G is < 0.05 the corresponding nsSNV is predicted as ""D(amaging)""; otherwise it is predicted as ""T(olerated)"". Multiple scores separated by "","", corresponding to Ensembl_transcriptid""",,,,,,text,True,,
585,495,True,SIFT4G_score,,"""SIFT 4G score (SIFT4G). Scores range from 0 to 1. The smaller the score the more likely the SNP has damaging effect. Multiple scores separated by "","", corresponding to Ensembl_transcriptid""",,,,,,text,True,,
586,495,True,SIFT_converted_rankscore,,"""SIFTori scores were first converted to SIFTnew=1-SIFTori, then ranked among all SIFTnew scores in dbNSFP. The rankscore is the ratio of the rank the SIFTnew score over the total number of SIFTnew scores in dbNSFP. If there are multiple scores, only the most damaging (largest) rankscore is presented. The rankscores range from 0.00964 to 0.91255.""",,,,,,text,True,,
587,495,True,SIFT_pred,,"""If SIFTori is smaller than 0.05 (rankscore>0.39575) the corresponding nsSNV is predicted as ""D(amaging)""; otherwise it is predicted as ""T(olerated)"". Multiple predictions separated by "";""""",,,,,,text,True,,
588,495,True,SIFT_score,,"""SIFT score (SIFTori). Scores range from 0 to 1. The smaller the score the more likely the SNP has damaging effect. Multiple scores separated by "";"", corresponding to Ensembl_proteinid.""",,,,,,text,True,,
589,495,True,TSL,,"""Transcript Support Level. Multiple entries separated by "";"", matching Ensembl_transcriptid. Potential values: 1 to 5, NA. See https://useast.ensembl.org/info/genome/genebuild/transcript_quality_tags.html""",,,,,,text,True,,
590,495,True,TWINSUK_AC,,"""Alternative allele count in called genotypes in UK10K TWINSUK cohort.""",,,,,,long,,,
591,495,True,TWINSUK_AF,,"""Alternative allele frequency in called genotypes in UK10K TWINSUK cohort.""",,,,,,float,,,
592,495,True,TWINSUK_AN,,"""Total allele count in called genotypes in UK10K TWINSUK cohort.""",,,,,,long,,,
593,495,True,TargetScan_context++_score_percentile,,"""context++ score is a measure of favorableness of the site for the miRNA family. The higer the percentile, the more favorable (from TargetScan)""",,,,,,text,True,,
594,495,True,UTR3_miRNA_target,,"""the gene-miRNA pair, if the site is located within a predicted (conserved) target of conserved miRNA families(from TargetScan)""",,,,,,text,True,,
595,495,True,Uniprot_acc,,"""Uniprot accession number matching the Ensembl_proteinid Multiple entries separated by "";"".""",,,,,,text,True,,
596,495,True,Uniprot_entry,,"""Uniprot entry ID matching the Ensembl_proteinid Multiple entries separated by "";"".""",,,,,,text,True,,
597,495,True,aaalt,,"""alternative amino acid ""."" if the variant is a splicing site SNP (2bp on each end of an intron)""",,,,,,text,True,,
598,495,True,aapos,,"""amino acid position as to the protein. ""-1"" if the variant is a splicing site SNP (2bp on each end of an intron). Multiple entries separated by "";"", corresponding to Ensembl_proteinid""",,,,,,text,True,,
599,495,True,aaref,,"""reference amino acid ""."" if the variant is a splicing site SNP (2bp on each end of an intron)""",,,,,,text,True,,
600,495,True,cds_strand,,"""coding sequence (CDS) strand (+ or -)""",,,,,,text,True,,
601,495,True,codon_degeneracy,,"""degenerate type (0, 2 or 3)""",,,,,,text,True,,
602,495,True,codonpos,,"""position on the codon (1, 2 or 3)""",,,,,,text,True,,
603,495,True,fathmm-MKL_coding_group,,"""fathmm-MKL coding group, the feature group used for the coding prediction.""",,,,,,text,True,,
604,495,True,fathmm-MKL_coding_pred,,"""If a fathmm-MKL_coding_score is >0.5 the corresponding nsSNV is predicted as ""D(AMAGING)""; otherwise it is predicted as ""N(EUTRAL)"".""",,,,,,text,True,,
605,495,True,fathmm-MKL_coding_rankscore,,"""the rank of the fathmm-MKL_coding_score among all fathmm-MKL_coding_scores in genome""",,,,,,float,,,
606,495,True,fathmm-MKL_coding_score,,"""fathmm-MKL coding prediction probability, the larger the number the more likely damaging the threshold separating deleterious prediction and neutral prediction is 0.5.""",,,,,,float,,,
607,495,True,fathmm-MKL_non-coding_group,,"""fathmm-MKL non-coding group, the feature group used for the non-coding prediction""",,,,,,text,True,,
608,495,True,fathmm-MKL_non-coding_pred,,"""If a fathmm-MKL_non-coding_score is >0.5 the corresponding nsSNV is predicted as ""D(AMAGING)""; otherwise it is predicted as ""N(EUTRAL)"".""",,,,,,text,True,,
609,495,True,fathmm-MKL_non-coding_rankscore,,"""the rank of the fathmm-MKL_non-coding_score among all fathmm-MKL_non-coding_scores in genome""",,,,,,float,,,
610,495,True,fathmm-MKL_non-coding_score,,"""fathmm-MKL non-coding prediction probability, the larger the number the more likely damaging; the threshold separating deleterious prediction and neutral prediction is 0.5.""",,,,,,float,,,
611,495,True,fathmm-XF_coding_or_noncoding,,"""whether the prediction is based on the model for coding region or noncoding region""",,,,,,text,True,,
612,495,True,fathmm-XF_pred,,"""If a fathmm-XF_score is >0.5 the corresponding nsSNV is predicted as ""D(AMAGING)""; otherwise it is predicted as ""N(EUTRAL)"".""",,,,,,text,True,,
613,495,True,fathmm-XF_rankscore,,"""the rank of the fathmm-XF_score among all fathmm-XF_scores in genome""",,,,,,float,,,
614,495,True,fathmm-XF_score,,"""fathmm-XF prediction probability, the larger the number the more likely damaging; the threshold separating deleterious prediction and neutral prediction is 0.5.""",,,,,,float,,,
615,495,True,funseq_noncoding_score,,"""funseq-like noncoding score range 0-6, each of the previous 5 columns contribute 1 if ""YES"", or 0 if ""NO""; the column Motif_breaking contribute 1 if it is not a "".""""",,,,,,long,,,
616,495,True,genename,,"""gene name; if the nsSNV can be assigned to multiple genes, gene names are separated by "";""""",,,,,,text,True,,
617,495,True,network_hub,,"""whether the target gene is a network hub based on funseq-0.1""",,,,,,text,True,,
618,495,True,refcodon,,"""reference codon""",,,,,,text,True,,
619,495,True,sensitive,,"""whether defined as sensitive region based on funseq-0.1""",,,,,,text,True,,
620,495,True,sno_miRNA_name,,"""the name of snoRNA or miRNA if the site is located within (from miRBase/snoRNABase)""",,,,,,text,True,,
621,495,True,sno_miRNA_type,,"""the type of snoRNA or miRNA (from miRBase/snoRNABase)""",,,,,,text,True,,
